date,url
20210410,https://www.reuters.com/article/uk-ethiopia-dam-egypt-sudan/egypt-sudan-reject-ethiopian-proposal-for-data-sharing-on-renaissance-dam-idUSKBN2BX0KS
20210410,https://www.reuters.com/article/uk-ethiopia-dam-egypt-sudan-idUSKBN2BX0KS
20210410,https://www.reuters.com/article/uk-ethiopia-dam-egypt-sudan-idUKKBN2BX0KS
20210410,https://www.reuters.com/article/BigStory12/idUSKBN2BX0KV
20210409,https://www.reuters.com/article/us-congo-crash/dozens-burned-alive-in-congo-bus-crash-idUSKBN2BW1PZ
20210407,https://www.reuters.com/article/uk-ethiopia-dam-egypt-idUSKBN2BU0Q8
20210407,https://www.reuters.com/article/ethiopia-dam-egypt-int-idUSKBN2BT1HU
20210407,https://www.reuters.com/article/us-ethiopia-dam-egypt-sudan-idUSKBN2BU2C3
20210407,https://www.reuters.com/article/us-ethiopia-dam-egypt-sudan/egypts-sisi-warns-of-potential-for-conflict-over-ethiopian-dam-idUSKBN2BU2C3
20210407,https://www.reuters.com/article/ethiopia-dam-egypt/egypt-says-dam-talks-with-ethiopia-and-sudan-made-no-progress-idUSC6N2EC018
20210406,https://www.reuters.com/article/us-ethiopia-dam-egypt-idUSKBN2BT1IB
20210406,https://www.reuters.com/article/ethiopia-dam-egypt-int/three-way-talks-over-ethiopian-dam-fail-in-kinshasa-statements-idUSKBN2BT1HU
20210406,https://www.reuters.com/article/uk-ethiopia-dam-idUSKBN2BR0O2
20210406,https://www.reuters.com/article/us-ethiopia-dam-egypt/egypt-says-dam-talks-with-ethiopia-and-sudan-made-no-progress-idUSKBN2BT1IB
20210405,https://www.reuters.com/article/us-ethiopia-dam/egypt-says-latest-round-of-gerd-talks-are-last-chance-before-second-dam-filling-idUSKBN2BS0J0
20210405,https://www.reuters.com/article/us-ethiopia-dam-idUSKBN2BS0J0
20210405,https://www.reuters.com/article/uk-ethiopia-dam/egypt-says-latest-round-of-gerd-talks-are-last-chance-before-second-dam-filling-idUSKBN2BR0O2
20210404,https://www.reuters.com/article/us-ethiopia-dam-idUSKBN2BR0O4
20210404,https://www.reuters.com/article/us-ethiopia-dam/egypt-says-latest-round-of-gerd-talks-are-last-chance-before-second-dam-filling-idUSKBN2BR0O4
20210402,https://www.reuters.com/article/us-congo-measles/measles-resurgent-in-congo-eight-months-after-epidemic-declared-over-idUSKBN2BP153
20210401,https://www.reuters.com/article/factcheck-lithium-mine-idUSL1N2LU1N6
20210331,https://www.reuters.com/article/us-congo-mining-cobalt/congo-launches-state-artisanal-cobalt-buyer-to-meet-booming-demand-idUSKBN2BN280
20210324,https://www.reuters.com/article/us-usa-africa-islamic-state-idUSKBN2B22VI
20210323,https://www.reuters.com/article/us-health-ebola-drc-patients/congo-releases-last-known-ebola-patients-from-north-kivu-treatment-centers-idUSKBN2BF1BF
20210323,https://www.reuters.com/article/us-health-ebola-drc-patients/congo-releases-last-known-ebola-patients-from-north-kivu-treatment-centers-idUSKBN2BF15E
20210323,https://www.reuters.com/article/us-health-ebola-drc-patients-idUSKBN2BF1BF
20210312,https://www.reuters.com/article/us-usa-africa-islamic-state/us-blacklists-groups-in-congo-mozambique-over-islamic-state-links-idUSKBN2B30QJ
20210312,https://www.reuters.com/article/us-health-coronavirus-astrazeneca-congo/congo-delays-astrazeneca-coronavirus-vaccine-rollout-idUSKBN2B428C?rpc=401
20210312,https://www.reuters.com/article/us-health-coronavirus-astrazeneca-congo/congo-delays-astrazeneca-coronavirus-vaccine-rollout-idUSKBN2B428C
20210312,https://www.reuters.com/article/us-health-coronavirus-astrazeneca-congo-idUSKBN2B428C
20210311,https://www.reuters.com/article/us-usa-africa-islamic-state-idUSKBN2B30QJ
20210311,https://www.reuters.com/article/us-usa-africa-islamic-state/u-s-blacklists-groups-in-congo-mozambique-over-islamic-state-links-idUSKBN2B30QJ
20210304,https://www.reuters.com/article/us-congo-child-labour-trfn/children-in-congo-turn-to-motorbike-taxis-for-work-as-covid-19-bites-idUSKBN2AW11Y
20210302,https://www.reuters.com/article/us-health-ebola-usa-airlines/u-s-will-impose-public-health-measures-for-drc-guinea-travelers-idUSKCN2AU0OF
20210302,https://www.reuters.com/article/us-health-ebola-usa-airlines-idUSKCN2AU0OF
20210302,https://www.reuters.com/article/us-health-ebola-usa-airlines/us-will-impose-public-health-measures-for-drc-guinea-travelers-idUSKCN2AU0OF
20210301,https://www.reuters.com/article/us-health-coronavirus-africa-cepheid-spe/special-report-donors-bet-a-us-firm-could-transform-disease-testing-in-africa-then-covid-19-hit-idUSKCN2AT22C
20210301,https://www.reuters.com/article/health-ebola-usa-airlines-idUSL2N2KZ2JS
20210301,https://www.reuters.com/article/uk-health-coronavirus-africa-cepheid-spe-idUKKCN2AT226
20210301,https://www.reuters.com/article/us-health-coronavirus-africa-cepheid-idUSKCN2AT273
20210301,https://www.reuters.com/article/us-health-coronavirus-africa-cepheid-spe-idUSKCN2AT22C
20210224,https://www.reuters.com/article/uk-congo-security-idUSKBN2AO1GD
20210224,https://www.reuters.com/article/us-congo-security/congo-requires-notification-of-foreign-diplomats-travel-after-ambush-idUSKBN2AO1BE
